edad;peso;talla;sexo;provincia
21;77.6;166;HOMBRE;VALENCIA
19;104.2;176;HOMBRE;VALENCIA
24;83.3;168;HOMBRE;ALICANTE
24;89.3;168;HOMBRE;VALENCIA
17;129.8;201;HOMBRE;VALENCIA
19;102.1;167.5;HOMBRE;VALENCIA
20;70.1;171;HOMBRE;VALENCIA
21;51.6;161;MUJER;VALENCIA
15;57;167.5;MUJER;VALENCIA
23;54.8;165;MUJER;VALENCIA
14;;;MUJER;VALENCIA
19;48.6;160;MUJER;VALENCIA
19;64.5;155;MUJER;VALENCIA
18;36.2;154;MUJER;VALENCIA
15;47.6;158;MUJER;VALENCIA
16;46.1;156.5;MUJER;VALENCIA
22;58.2;176.5;MUJER;VALENCIA
15;50.2;165;MUJER;VALENCIA
15;42.7;152.6;MUJER;VALENCIA
16;53.6;166;MUJER;VALENCIA
15;46.4;158.5;MUJER;VALENCIA
18;43.1;162;MUJER;VALENCIA
17;46.8;158;MUJER;VALENCIA
15;51.9;167;MUJER;VALENCIA
15;45.5;155.5;MUJER;VALENCIA
17;51.5;162;MUJER;VALENCIA
14;48;158.5;MUJER;VALENCIA
23;56.8;167;MUJER;VALENCIA
21;64.4;170.1;MUJER;VALENCIA
18;57.9;166;MUJER;VALENCIA
21;54;165;MUJER;VALENCIA
14;53.7;165;MUJER;VALENCIA
17;58.3;165;MUJER;VALENCIA
21;52.7;163;MUJER;VALENCIA
17;52;169;MUJER;VALENCIA
20;59.4;168.5;MUJER;VALENCIA
23;57;170;MUJER;VALENCIA
22;50.9;162.3;MUJER;VALENCIA
23;55.5;165.5;MUJER;VALENCIA
20;56.8;156.5;MUJER;VALENCIA
20;51.2;160.5;MUJER;VALENCIA
20;51;159;MUJER;VALENCIA
18;51.5;160.6;MUJER;VALENCIA
18;49;164;MUJER;VALENCIA
16;48.4;156.5;MUJER;VALENCIA
23;58.3;164;MUJER;VALENCIA
16;63.9;178;MUJER;VALENCIA
22;49.6;157;MUJER;VALENCIA
17;50;158;MUJER;VALENCIA
19;56.6;158.5;MUJER;VALENCIA
20;51;157.5;MUJER;VALENCIA
22;63.1;170.5;MUJER;VALENCIA
15;62.7;172;MUJER;VALENCIA
21;60;171;MUJER;VALENCIA
24;55.8;165.5;MUJER;VALENCIA
17;50.8;156;MUJER;VALENCIA
16;61.3;168.3;MUJER;VALENCIA
18;57.7;152;MUJER;VALENCIA
22;56.5;165;MUJER;VALENCIA
24;57.7;165;MUJER;VALENCIA
22;51.4;156.5;MUJER;VALENCIA
17;49.1;154.5;MUJER;VALENCIA
22;53.7;150;MUJER;VALENCIA
21;58;163.5;MUJER;VALENCIA
24;51.6;152;MUJER;VALENCIA
19;60.2;160;MUJER;VALENCIA
16;50.4;152;MUJER;VALENCIA
23;54.5;160.6;MUJER;VALENCIA
24;57.6;164.5;MUJER;VALENCIA
19;51.1;159;MUJER;VALENCIA
23;61.3;169.5;MUJER;VALENCIA
19;56.6;163;MUJER;VALENCIA
23;53.6;159.9;MUJER;VALENCIA
20;49.2;155.5;MUJER;ALICANTE
19;56.5;161.5;MUJER;VALENCIA
18;59.5;163;MUJER;VALENCIA
17;59;162.7;MUJER;VALENCIA
18;48.5;154;MUJER;VALENCIA
18;59;159;MUJER;VALENCIA
21;57.1;161;MUJER;VALENCIA
18;55.7;156;MUJER;VALENCIA
19;53;150;MUJER;VALENCIA
22;60.8;167;MUJER;VALENCIA
19;58;165;MUJER;VALENCIA
23;56.8;160;MUJER;VALENCIA
18;56.3;158.5;MUJER;VALENCIA
24;55.3;148;MUJER;VALENCIA
16;50.2;160;MUJER;VALENCIA
21;53.9;164;MUJER;VALENCIA
15;46.6;152;MUJER;VALENCIA
19;55.3;157;MUJER;VALENCIA
22;57.4;158;MUJER;VALENCIA
21;63.9;169;MUJER;VALENCIA
17;52.8;152;MUJER;VALENCIA
18;61.5;160.5;MUJER;VALENCIA
23;52.6;152.5;MUJER;VALENCIA
16;63.8;160.5;MUJER;VALENCIA
21;72.1;170;MUJER;VALENCIA
17;65;167;MUJER;VALENCIA
15;63.6;177;MUJER;VALENCIA
17;64.5;163;MUJER;VALENCIA
16;59.5;156;MUJER;VALENCIA
19;64.5;163;MUJER;VALENCIA
16;62.1;159;MUJER;VALENCIA
17;66.8;163;MUJER;VALENCIA
18;64.7;163.2;MUJER;VALENCIA
15;66;165;MUJER;VALENCIA
23;62;156;MUJER;VALENCIA
18;69;156;MUJER;VALENCIA
17;73.5;165;MUJER;VALENCIA
21;63.9;152;MUJER;VALENCIA
18;81.2;158;MUJER;VALENCIA
15;79.6;161;MUJER;VALENCIA
30;84;174.5;HOMBRE;VALENCIA
27;;;HOMBRE;VALENCIA
30;66.1;170;HOMBRE;VALENCIA
32;72.6;168;HOMBRE;VALENCIA
30;;;HOMBRE;VALENCIA
33;63.9;173;HOMBRE;VALENCIA
32;62.3;163.5;HOMBRE;VALENCIA
28;50.7;164.5;HOMBRE;VALENCIA
25;63.9;182;HOMBRE;VALENCIA
29;68;181.5;HOMBRE;VALENCIA
34;55.2;166;HOMBRE;VALENCIA
32;58.2;172;HOMBRE;VALENCIA
26;54.8;167.5;HOMBRE;VALENCIA
29;70;180;HOMBRE;VALENCIA
28;72.5;172.5;HOMBRE;VALENCIA
26;67;176;HOMBRE;VALENCIA
28;61.4;169;HOMBRE;VALENCIA
29;71.2;178;HOMBRE;VALENCIA
30;73.3;178.5;HOMBRE;VALENCIA
32;70;181;HOMBRE;VALENCIA
27;72;180;HOMBRE;VALENCIA
30;71.5;179;HOMBRE;VALENCIA
25;75.9;184.6;HOMBRE;VALENCIA
30;73.3;180;HOMBRE;VALENCIA
32;78.9;187;HOMBRE;VALENCIA
32;71.2;176;HOMBRE;VALENCIA
29;68.4;171;HOMBRE;VALENCIA
25;78.7;177.5;HOMBRE;VALENCIA
26;64.1;165;HOMBRE;VALENCIA
33;80.4;176.5;HOMBRE;VALENCIA
28;64.2;167.5;HOMBRE;VALENCIA
33;67.2;167;HOMBRE;VALENCIA
27;74.4;175;HOMBRE;VALENCIA
31;75.2;178.5;HOMBRE;VALENCIA
27;67.6;167.5;HOMBRE;VALENCIA
29;82;182;HOMBRE;VALENCIA
31;72;171;HOMBRE;VALENCIA
32;77.6;178;HOMBRE;VALENCIA
26;80.9;181;HOMBRE;VALENCIA
27;75.9;174;HOMBRE;VALENCIA
31;91.2;190.5;HOMBRE;VALENCIA
32;70.1;171;HOMBRE;VALENCIA
32;76.8;176;HOMBRE;VALENCIA
30;85.3;184.3;HOMBRE;VALENCIA
29;74;172.5;HOMBRE;VALENCIA
30;86.3;182.3;HOMBRE;VALENCIA
27;77.6;173;HOMBRE;VALENCIA
25;90.5;182.5;HOMBRE;VALENCIA
25;76;170;HOMBRE;VALENCIA
32;72;167.5;HOMBRE;VALENCIA
26;88.8;182;HOMBRE;VALENCIA
34;87;180;HOMBRE;VALENCIA
30;79.3;171;HOMBRE;VALENCIA
26;79.4;173.5;HOMBRE;VALENCIA
33;79.5;172.5;HOMBRE;VALENCIA
27;74;165.5;HOMBRE;VALENCIA
25;89.1;182;HOMBRE;VALENCIA
34;75.9;167.5;HOMBRE;VALENCIA
27;87.9;177.3;HOMBRE;VALENCIA
28;74.2;161.5;HOMBRE;VALENCIA
25;84;175;HOMBRE;VALENCIA
28;78.9;170;HOMBRE;VALENCIA
34;81.6;164.5;HOMBRE;VALENCIA
33;91.6;169.5;HOMBRE;VALENCIA
29;129;185;HOMBRE;VALENCIA
32;63.5;160;MUJER;VALENCIA
32;68.8;154.8;MUJER;VALENCIA
31;55.2;165;MUJER;VALENCIA
31;97;159;MUJER;VALENCIA
30;51.6;167;MUJER;VALENCIA
29;52.5;165;MUJER;VALENCIA
32;52.6;167;MUJER;VALENCIA
28;50.3;160.5;MUJER;VALENCIA
33;52.9;161;MUJER;VALENCIA
26;55.1;165.5;MUJER;VALENCIA
32;49.7;155.5;MUJER;VALENCIA
28;52.5;162.5;MUJER;VALENCIA
26;52.5;167;MUJER;VALENCIA
31;51.3;159;MUJER;VALENCIA
28;51.4;160;MUJER;VALENCIA
25;49.2;153.5;MUJER;VALENCIA
26;53.4;165;MUJER;VALENCIA
29;51.8;156;MUJER;VALENCIA
32;44.8;151;MUJER;VALENCIA
26;53.5;159.5;MUJER;VALENCIA
29;54.3;159.8;MUJER;VALENCIA
31;54;162.5;MUJER;VALENCIA
27;62.6;166.5;MUJER;VALENCIA
26;51.6;159;MUJER;VALENCIA
29;53;160;MUJER;VALENCIA
27;58.3;165;MUJER;VALENCIA
28;55.9;151.7;MUJER;VALENCIA
28;57.2;161;MUJER;VALENCIA
26;61;168.5;MUJER;VALENCIA
25;63.7;170;MUJER;VALENCIA
28;59.1;164;MUJER;VALENCIA
27;67.2;173.2;MUJER;VALENCIA
32;57.4;160;MUJER;VALENCIA
25;60.8;158.5;MUJER;VALENCIA
32;48.5;148.5;MUJER;VALENCIA
33;59;161;MUJER;VALENCIA
27;63.5;163.5;MUJER;ALICANTE
33;62.9;163;MUJER;VALENCIA
25;68.5;169.5;MUJER;VALENCIA
30;58.9;161;MUJER;VALENCIA
27;60.8;162;MUJER;VALENCIA
28;56;155.5;MUJER;VALENCIA
28;58.4;160;MUJER;VALENCIA
28;63.3;163;MUJER;VALENCIA
30;64.3;163;MUJER;VALENCIA
25;62.9;162;MUJER;VALENCIA
31;66;165;MUJER;VALENCIA
31;64.4;163;MUJER;VALENCIA
31;67;164;MUJER;VALENCIA
27;59.9;155;MUJER;VALENCIA
34;60.8;153.3;MUJER;VALENCIA
25;61.4;156;MUJER;VALENCIA
27;57.7;152.8;MUJER;VALENCIA
33;61;150;MUJER;VALENCIA
32;68.1;159;MUJER;VALENCIA
32;73.6;167.5;MUJER;VALENCIA
31;69.2;150;MUJER;VALENCIA
34;57;147.5;MUJER;VALENCIA
31;75;160;MUJER;VALENCIA
41;67.1;162;HOMBRE;ALICANTE
40;56.2;150.5;HOMBRE;VALENCIA
38;71.9;173.5;HOMBRE;VALENCIA
35;;;HOMBRE;VALENCIA
40;63.9;170;HOMBRE;VALENCIA
39;52.6;158;HOMBRE;VALENCIA
37;54;169;HOMBRE;VALENCIA
37;57.7;165;HOMBRE;VALENCIA
37;61.2;168;HOMBRE;VALENCIA
37;80.3;193;HOMBRE;VALENCIA
41;66.5;166.5;HOMBRE;VALENCIA
38;66.4;168;HOMBRE;VALENCIA
44;56;160.5;HOMBRE;VALENCIA
41;60.9;165;HOMBRE;VALENCIA
38;66.5;174.5;HOMBRE;VALENCIA
35;66.3;172;HOMBRE;VALENCIA
46;57.9;163;HOMBRE;VALENCIA
35;68.4;172.5;HOMBRE;VALENCIA
41;74.4;175.5;HOMBRE;VALENCIA
44;70.9;175.5;HOMBRE;VALENCIA
35;81.9;186.5;HOMBRE;VALENCIA
38;62.9;167;HOMBRE;VALENCIA
43;71.2;172.5;HOMBRE;VALENCIA
49;79.7;167;HOMBRE;VALENCIA
48;66.8;165;HOMBRE;VALENCIA
47;67.8;167;HOMBRE;VALENCIA
38;78.5;180;HOMBRE;VALENCIA
45;81.7;178.5;HOMBRE;VALENCIA
45;80.2;180.2;HOMBRE;VALENCIA
38;85;180;HOMBRE;VALENCIA
37;71.8;167;HOMBRE;VALENCIA
39;74.8;175;HOMBRE;VALENCIA
39;72.4;166;HOMBRE;VALENCIA
36;70;164.5;HOMBRE;VALENCIA
35;68.9;163.5;HOMBRE;VALENCIA
44;77.8;171.5;HOMBRE;VALENCIA
35;74;172;HOMBRE;VALENCIA
47;76.6;168.5;HOMBRE;VALENCIA
41;73.4;167.5;HOMBRE;VALENCIA
37;83.4;178;HOMBRE;VALENCIA
37;69.2;168.5;HOMBRE;VALENCIA
48;74;161.2;HOMBRE;VALENCIA
35;73.6;166;HOMBRE;VALENCIA
42;76.1;164.5;HOMBRE;VALENCIA
40;87.1;181;HOMBRE;VALENCIA
39;76.5;170;HOMBRE;ALICANTE
38;91.3;180;HOMBRE;VALENCIA
49;91.2;180;HOMBRE;VALENCIA
47;80.2;171;HOMBRE;VALENCIA
37;82;170;HOMBRE;VALENCIA
38;78.9;165;HOMBRE;VALENCIA
48;81.8;166.5;HOMBRE;VALENCIA
47;82.8;170;HOMBRE;VALENCIA
40;87.3;175;HOMBRE;VALENCIA
47;88.3;175;HOMBRE;VALENCIA
47;88;175.5;HOMBRE;VALENCIA
42;102.2;190;HOMBRE;VALENCIA
38;80.2;167;HOMBRE;VALENCIA
43;91.3;178;HOMBRE;VALENCIA
35;80;165;HOMBRE;VALENCIA
37;89.6;171;HOMBRE;VALENCIA
48;78.7;171.5;HOMBRE;VALENCIA
42;97.4;175;HOMBRE;VALENCIA
45;78.2;163;HOMBRE;VALENCIA
37;87;170;HOMBRE;VALENCIA
45;90;168.5;HOMBRE;VALENCIA
46;79.6;167;HOMBRE;VALENCIA
47;105.4;173;HOMBRE;VALENCIA
49;69.6;161.5;MUJER;VALENCIA
36;69.7;160;MUJER;VALENCIA
42;86.5;161.5;MUJER;VALENCIA
49;58.3;150.5;MUJER;VALENCIA
45;58.6;150;MUJER;VALENCIA
43;58.6;151.5;MUJER;VALENCIA
45;59.4;158.5;MUJER;VALENCIA
39;58;154.5;MUJER;VALENCIA
48;68.3;148;MUJER;VALENCIA
47;54.3;154.5;MUJER;VALENCIA
35;49.4;162.5;MUJER;VALENCIA
38;52;158;MUJER;VALENCIA
41;50.8;155;MUJER;VALENCIA
44;48.2;150;MUJER;VALENCIA
42;55;157;MUJER;VALENCIA
38;50.9;155;MUJER;VALENCIA
36;56.3;158.5;MUJER;VALENCIA
45;50.2;154.2;MUJER;VALENCIA
43;59.5;161;MUJER;VALENCIA
39;53.8;150;MUJER;VALENCIA
43;50;150.5;MUJER;VALENCIA
35;53.7;150;MUJER;VALENCIA
46;47.9;149;MUJER;VALENCIA
36;61;164;MUJER;VALENCIA
40;59.5;159.5;MUJER;VALENCIA
37;64.8;170;MUJER;VALENCIA
39;51.9;153.5;MUJER;VALENCIA
39;57.1;158;MUJER;VALENCIA
35;70.6;168;MUJER;VALENCIA
35;61;160.5;MUJER;VALENCIA
47;60;162;MUJER;VALENCIA
38;60.8;162.5;MUJER;VALENCIA
38;57.4;155;MUJER;VALENCIA
44;64.9;162.5;MUJER;VALENCIA
36;66.4;165.4;MUJER;VALENCIA
39;58;158;MUJER;VALENCIA
39;67.5;166;MUJER;ALICANTE
37;63.5;160.5;MUJER;VALENCIA
37;67.4;171.5;MUJER;VALENCIA
43;65.3;160.5;MUJER;VALENCIA
40;65.7;165;MUJER;VALENCIA
36;58.3;154;MUJER;VALENCIA
39;56.2;151.5;MUJER;VALENCIA
46;55.3;152.5;MUJER;VALENCIA
38;64.3;158;MUJER;VALENCIA
42;66.3;158;MUJER;VALENCIA
40;67.8;160;MUJER;VALENCIA
44;64.1;157;MUJER;VALENCIA
36;65.5;158.5;MUJER;VALENCIA
45;72;166;MUJER;VALENCIA
41;69;162;MUJER;VALENCIA
44;56.9;150;MUJER;VALENCIA
43;74.6;168.9;MUJER;VALENCIA
44;67.5;164;MUJER;VALENCIA
39;71.5;163;MUJER;VALENCIA
36;62.6;157;MUJER;VALENCIA
45;68.8;154;MUJER;VALENCIA
46;60;148.5;MUJER;VALENCIA
42;70.5;162;MUJER;VALENCIA
36;73;165;MUJER;VALENCIA
48;70.3;162.5;MUJER;VALENCIA
45;70.7;156;MUJER;VALENCIA
40;70.9;157.8;MUJER;VALENCIA
38;77;165;MUJER;VALENCIA
46;66.4;152.5;MUJER;VALENCIA
43;66;155;MUJER;VALENCIA
36;60.5;148;MUJER;VALENCIA
44;72.3;156;MUJER;VALENCIA
39;79.7;160.5;MUJER;VALENCIA
36;91.2;170;MUJER;VALENCIA
49;92.4;169;MUJER;VALENCIA
49;90;170;MUJER;VALENCIA
42;86.8;163;MUJER;VALENCIA
48;94;167;MUJER;VALENCIA
43;58.3;162;MUJER;VALENCIA
61;91.4;160;HOMBRE;VALENCIA
62;85.2;180;HOMBRE;VALENCIA
53;;;HOMBRE;VALENCIA
64;85.7;171.5;HOMBRE;VALENCIA
51;80;170;HOMBRE;VALENCIA
57;71.9;168;HOMBRE;VALENCIA
53;67;172;HOMBRE;VALENCIA
61;73.4;166.2;HOMBRE;VALENCIA
55;65.6;162;HOMBRE;VALENCIA
57;66.5;156;HOMBRE;VALENCIA
62;47.4;162.4;HOMBRE;VALENCIA
61;72.6;176;HOMBRE;VALENCIA
63;56.1;160;HOMBRE;VALENCIA
52;53.2;169;HOMBRE;VALENCIA
62;72.9;177;HOMBRE;VALENCIA
52;78;176;HOMBRE;VALENCIA
63;57.7;160;HOMBRE;VALENCIA
55;67.6;171;HOMBRE;VALENCIA
60;65;162;HOMBRE;VALENCIA
63;72.9;166;HOMBRE;VALENCIA
63;65.1;164;HOMBRE;VALENCIA
58;76.5;171;HOMBRE;VALENCIA
53;67.1;159.5;HOMBRE;VALENCIA
61;79;169.5;HOMBRE;VALENCIA
59;67.8;166;HOMBRE;VALENCIA
58;79.2;174.5;HOMBRE;VALENCIA
53;75;166;HOMBRE;VALENCIA
59;91.8;171;HOMBRE;VALENCIA
52;81.9;181;HOMBRE;VALENCIA
59;72.6;167.5;HOMBRE;VALENCIA
53;72.3;160;HOMBRE;VALENCIA
56;80.2;174.2;HOMBRE;VALENCIA
60;73.4;162;HOMBRE;VALENCIA
55;83.9;175.1;HOMBRE;VALENCIA
57;80;175.5;HOMBRE;VALENCIA
62;82;162;HOMBRE;VALENCIA
51;78.8;166.5;HOMBRE;VALENCIA
52;79.2;161;HOMBRE;VALENCIA
52;80.8;163.5;HOMBRE;VALENCIA
54;87.9;171;HOMBRE;VALENCIA
62;84.5;163.5;HOMBRE;VALENCIA
60;82.1;165.8;HOMBRE;VALENCIA
62;85.8;168;HOMBRE;VALENCIA
62;96.2;175;HOMBRE;VALENCIA
59;91.4;174;HOMBRE;VALENCIA
63;76.3;162;HOMBRE;VALENCIA
52;83.6;167.5;HOMBRE;VALENCIA
59;105;180.5;HOMBRE;VALENCIA
61;81.2;164;HOMBRE;VALENCIA
61;92;172;HOMBRE;VALENCIA
50;90.5;170;HOMBRE;VALENCIA
57;83.5;164;HOMBRE;ALICANTE
60;80.2;160;HOMBRE;VALENCIA
53;92.3;167.5;HOMBRE;VALENCIA
50;69.8;153.5;MUJER;ALICANTE
62;58.8;152;MUJER;VALENCIA
55;77.6;156;MUJER;VALENCIA
55;56;145;MUJER;VALENCIA
59;79;157.5;MUJER;VALENCIA
53;78;160;MUJER;VALENCIA
64;64;154;MUJER;ALICANTE
53;;;MUJER;ALICANTE
61;73.5;161;MUJER;VALENCIA
54;63.5;162.2;MUJER;VALENCIA
64;66.7;153;MUJER;VALENCIA
57;60.8;157;MUJER;VALENCIA
52;56.6;148.5;MUJER;VALENCIA
61;70.3;151.5;MUJER;VALENCIA
50;59.9;160.8;MUJER;VALENCIA
62;60.1;140;MUJER;VALENCIA
52;73.8;150;MUJER;VALENCIA
61;63;152;MUJER;VALENCIA
58;82.2;163;MUJER;VALENCIA
61;70.6;152.8;MUJER;VALENCIA
56;57.2;156.5;MUJER;VALENCIA
50;63.9;161.2;MUJER;VALENCIA
59;61.7;163.5;MUJER;VALENCIA
53;63.5;162;MUJER;VALENCIA
60;58.3;156.2;MUJER;VALENCIA
53;59;160.5;MUJER;VALENCIA
60;53.6;151;MUJER;VALENCIA
50;56.7;151.5;MUJER;VALENCIA
55;63.6;164;MUJER;VALENCIA
57;59;150;MUJER;VALENCIA
51;56.8;152.5;MUJER;VALENCIA
52;61.1;158;MUJER;VALENCIA
58;55;151;MUJER;VALENCIA
54;66.8;161.5;MUJER;VALENCIA
51;58.7;152;MUJER;VALENCIA
51;66.2;157.5;MUJER;VALENCIA
60;73.5;153.1;MUJER;VALENCIA
52;65;157;MUJER;VALENCIA
53;69.5;165;MUJER;VALENCIA
63;68.3;160;MUJER;VALENCIA
56;78.6;154;MUJER;VALENCIA
58;69.5;168;MUJER;VALENCIA
50;77.9;163;MUJER;VALENCIA
59;61.9;145;MUJER;VALENCIA
63;70.1;157;MUJER;VALENCIA
63;72;151.5;MUJER;VALENCIA
54;74.4;160;MUJER;VALENCIA
56;75.6;156.5;MUJER;VALENCIA
53;67.2;153.5;MUJER;VALENCIA
55;71;156;MUJER;VALENCIA
61;72.8;158;MUJER;VALENCIA
63;75;152;MUJER;VALENCIA
64;63.4;147;MUJER;VALENCIA
58;76.4;153.5;MUJER;VALENCIA
61;71.9;144.5;MUJER;VALENCIA
56;87.4;165;MUJER;VALENCIA
64;90;165;MUJER;VALENCIA
63;70.5;145;MUJER;VALENCIA
55;81.3;152;MUJER;VALENCIA
52;82.5;143.1;MUJER;VALENCIA
58;87.7;151;MUJER;VALENCIA
57;96.8;151.5;MUJER;VALENCIA
78;;;HOMBRE;VALENCIA
73;54.8;150;HOMBRE;VALENCIA
74;65.2;151.8;HOMBRE;VALENCIA
75;119.8;170.4;HOMBRE;VALENCIA
67;59.3;169.2;HOMBRE;VALENCIA
67;58.3;170;HOMBRE;VALENCIA
65;60.9;171;HOMBRE;VALENCIA
71;60.2;157;HOMBRE;VALENCIA
65;64.1;167;HOMBRE;VALENCIA
67;69.7;174.5;HOMBRE;VALENCIA
70;55.1;157.5;HOMBRE;VALENCIA
81;60.3;163.1;HOMBRE;VALENCIA
73;70.2;171;HOMBRE;VALENCIA
81;64.1;159.5;HOMBRE;VALENCIA
70;72.5;175;HOMBRE;VALENCIA
69;80.9;169;HOMBRE;VALENCIA
78;69.1;159;HOMBRE;VALENCIA
74;78.6;176;HOMBRE;VALENCIA
69;65.6;165;HOMBRE;VALENCIA
77;70;164;HOMBRE;VALENCIA
67;84;177.5;HOMBRE;VALENCIA
67;77.9;168;HOMBRE;VALENCIA
65;76.3;169;HOMBRE;VALENCIA
72;88.1;182.1;HOMBRE;VALENCIA
68;80.9;170.5;HOMBRE;VALENCIA
68;68;170;HOMBRE;VALENCIA
69;70;159.5;HOMBRE;VALENCIA
78;74;163;HOMBRE;VALENCIA
72;83;170;HOMBRE;VALENCIA
65;82;169;HOMBRE;VALENCIA
65;80;165;HOMBRE;VALENCIA
73;86.8;169;HOMBRE;VALENCIA
69;78.5;163;HOMBRE;VALENCIA
71;71.5;151.5;HOMBRE;VALENCIA
76;91.1;172;HOMBRE;VALENCIA
74;77.3;163;HOMBRE;VALENCIA
74;72.5;160.5;HOMBRE;VALENCIA
71;85;160.3;HOMBRE;VALENCIA
69;93;169.5;HOMBRE;VALENCIA
74;87.2;168;HOMBRE;VALENCIA
65;117.2;171;HOMBRE;VALENCIA
80;73.4;140;MUJER;VALENCIA
65;63.4;146;MUJER;VALENCIA
68;70.9;152.5;MUJER;VALENCIA
79;59.2;153;MUJER;VALENCIA
67;75.2;150.5;MUJER;VALENCIA
67;76.2;155;MUJER;VALENCIA
77;66.6;152.5;MUJER;VALENCIA
76;47.2;151;MUJER;VALENCIA
77;65;150;MUJER;VALENCIA
77;64.4;150.5;MUJER;VALENCIA
69;115.4;166.5;MUJER;VALENCIA
71;70.5;162.5;MUJER;VALENCIA
65;60.4;156;MUJER;VALENCIA
79;79.5;155;MUJER;VALENCIA
72;66.3;150.5;MUJER;VALENCIA
69;66.1;158.5;MUJER;VALENCIA
70;57.3;145.5;MUJER;VALENCIA
75;75.6;150;MUJER;VALENCIA
65;66.5;148.5;MUJER;VALENCIA
69;70.3;148.5;MUJER;VALENCIA
71;65.4;151;MUJER;VALENCIA
80;65.1;145.1;MUJER;VALENCIA
67;83.6;152;MUJER;VALENCIA
69;55.6;152.8;MUJER;VALENCIA
79;67.1;155;MUJER;VALENCIA
77;48.3;141.5;MUJER;VALENCIA
68;63.9;145;MUJER;VALENCIA
84;67.7;154;MUJER;VALENCIA
65;91.5;153.5;MUJER;VALENCIA
66;56.3;146;MUJER;VALENCIA
82;51;148;MUJER;VALENCIA
70;50.1;150.1;MUJER;VALENCIA
70;56.8;145;MUJER;VALENCIA
67;65.8;152;MUJER;VALENCIA
85;47.6;143.2;MUJER;VALENCIA
85;89;144;MUJER;VALENCIA
74;64;151.2;MUJER;VALENCIA
85;59;143;MUJER;VALENCIA
71;43.1;161;MUJER;VALENCIA
71;57;157;MUJER;VALENCIA
75;55.3;164.5;MUJER;VALENCIA
68;50.2;148.5;MUJER;VALENCIA
72;64;154;MUJER;VALENCIA
74;59.5;148.5;MUJER;VALENCIA
72;57.6;154;MUJER;VALENCIA
67;64.6;159;MUJER;VALENCIA
67;58.5;153;MUJER;VALENCIA
66;57.5;150;MUJER;VALENCIA
72;63.7;159;MUJER;VALENCIA
71;57.6;153.5;MUJER;VALENCIA
81;62.5;148;MUJER;VALENCIA
71;70.1;152.5;MUJER;VALENCIA
80;71.5;163.1;MUJER;VALENCIA
70;60;148;MUJER;VALENCIA
65;80;167;MUJER;VALENCIA
66;61.2;151;MUJER;VALENCIA
72;57.3;150.1;MUJER;VALENCIA
73;71.1;162.5;MUJER;VALENCIA
65;64;151.5;MUJER;VALENCIA
69;80.5;166.5;MUJER;VALENCIA
76;80;169;MUJER;VALENCIA
82;60.3;142.5;MUJER;VALENCIA
80;58;156;MUJER;VALENCIA
70;71.2;155;MUJER;VALENCIA
70;69;153;MUJER;VALENCIA
66;64.2;149.5;MUJER;ALICANTE
71;80.2;157;MUJER;VALENCIA
81;68.3;150;MUJER;VALENCIA
86;66.5;154.5;MUJER;VALENCIA
67;74.1;150;MUJER;VALENCIA
72;86.4;149;MUJER;VALENCIA